"filename", "language", "JSON", "XML", "Markdown", "Properties", "Batch", "Ignore", "YAML", "HTML", "Java", "Shell Script", "comment", "blank", "total"
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\cardsrequest\CardsResponse.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 8, 41
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\cardsrequest\GetCardsResponse.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 8, 42
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\cardsrequest\LinkedAccounts.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 8, 42
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\cardsrequest\OutputStringField.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 15, 73
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\cardsrequest\Status.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 12, 65
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\cardsrequest\Type.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 10, 56
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\changecardlimit\ChangeCardLimitResponse.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 3, 7, 28
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\getCardAuthRestrictions\GetCardAuthRestrictionsResponse.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 3, 22, 105
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\getCardAuthRestrictions\OperationType.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 7, 24
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\getCardAuthRestrictions\Region.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 7, 24
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\getCardAuthRestrictions\Restriction.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 15, 68
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\prepareChangeCardOption\HiddenInput.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 3, 7, 27
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\prepareChangeCardOption\Information.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 3, 13, 54
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\response\prepareChangeCardOption\PrepareChangeCardOption.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 3, 8, 30
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\AuthoritiesConstants.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 3, 6, 17
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\DomainUserDetailsService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 3, 12, 63
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\SecurityUtils.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 26, 11, 82
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\SpringSecurityAuditorAware.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 3, 6, 21
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\UserNotActivatedException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 3, 6, 20
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\jwt\JWTConfigurer.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 6, 22
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\jwt\JWTFilter.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 4, 9, 49
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\jwt\TokenProvider.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 21, 111
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\security\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 5
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\ApiService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1113, 0, 117, 177, 1407
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\AuditEventService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 10, 14, 75
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\CodeVisuelService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 31, 14, 112
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\EmailAlreadyUsedException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 10
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\InfoClientService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 12, 21, 133
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\InstitutionService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 31, 15, 114
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\InvalidPasswordException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 10
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\MailService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 6, 21, 103
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\ParamFilialeService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 3173, 0, 556, 311, 4040
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\ParamGeneralService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 25, 14, 78
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\ParamIdentifierService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 26, 13, 89
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\TrackingService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 31, 14, 121
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\TypeIdentifService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 32, 15, 114
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\UserService.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 31, 29, 296
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\UsernameAlreadyUsedException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 10
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\dto\PasswordChangeDTO.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 4, 9, 36
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\dto\UserDTO.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 4, 48, 200
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\dto\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 5
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\mapper\UserMapper.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 6, 14, 82
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\mapper\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 5
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 5
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\util\ICodeDescResponse.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 5, 6, 36
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\util\RandomUtil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 18, 12, 55
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\service\util\Utils.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 44, 9, 90
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\AccountResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 55, 24, 189
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\ApiResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 163, 0, 39, 64, 266
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\AuditResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 23, 13, 83
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\CodeVisuelResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 48, 21, 174
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\InfoClientRessource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 3, 12, 58
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\InstitutionResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 48, 21, 174
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\ParamFilialeResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 458, 0, 49, 44, 551
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\ParamGeneralResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 72, 18, 174
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\ParamIdentifierResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 73, 17, 185
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\TrackingResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 48, 21, 174
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\TypeIdentifResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 49, 21, 183
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\UserJWTController.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 22, 26, 139
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\UserResource.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 67, 21, 193
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\BadRequestAlertException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 12, 43
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\EmailAlreadyUsedException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 4, 11
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\EmailNotFoundException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 14
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\ErrorConstants.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 5, 21
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\ExceptionTranslator.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 7, 15, 135
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\FieldErrorVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 12, 34
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\InvalidPasswordException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 5, 14
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\LoginAlreadyUsedException.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 4, 11
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\errors\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 7
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 5
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\vm\KeyAndPasswordVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 3, 8, 28
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\vm\LoginVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 3, 14, 58
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\vm\ManagedUserVM.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 4, 10, 35
"d:\BOA\Dev\cmsBoaWeb\src\main\java\com\boa\web\web\rest\vm\package-info.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 5
"d:\BOA\Dev\cmsBoaWeb\src\main\jib\entrypoint.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 5
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\application-dev.yml", "YAML", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 35, 8, 126
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\application-prod.yml", "YAML", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 71, 9, 165
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\application-tls.yml", "YAML", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 9, 1, 20
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\application.yml", "YAML", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 42, 8, 157
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\00000000000000_initial_schema.xml", "XML", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 156
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\20191223082611_added_entity_Tracking.xml", "XML", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 75
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\20191226104128_added_entity_ParamFiliale.xml", "XML", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 66
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\20200703094601_added_entity_ParamIdentifier.xml", "XML", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 49
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\20200709121000_added_entity_TypeIdentif.xml", "XML", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 49
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\20200904143036_added_entity_CodeVisuel.xml", "XML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 61
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\20201009133013_added_entity_ParamGeneral.xml", "XML", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 98
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\changelog\20210419133108_added_entity_Institution.xml", "XML", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 53
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\config\liquibase\master.xml", "XML", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 27
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\i18n\messages.properties", "Properties", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 4, 22
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\logback-spring.xml", "XML", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 23, 7, 69
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\templates\error.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 23, 164
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\templates\mail\activationEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\templates\mail\creationEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"d:\BOA\Dev\cmsBoaWeb\src\main\resources\templates\mail\passwordResetEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\ArchTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 7, 30
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\config\WebConfigurerTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 3, 29, 144
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\config\WebConfigurerTestController.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 5, 17
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\config\timezone\HibernateTimeZoneIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 3, 35, 174
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\domain\CodeVisuelTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\domain\InstitutionTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\domain\ParamFilialeTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\domain\ParamGeneralTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\domain\ParamIdentifierTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\domain\TrackingTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\domain\TypeIdentifTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\repository\CustomAuditEventRepositoryIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 139, 0, 3, 22, 164
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\repository\timezone\DateTimeWrapper.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 32, 133
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\repository\timezone\DateTimeWrapperRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 4, 13
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\security\DomainUserDetailsServiceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 3, 20, 127
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\security\SecurityUtilsUnitTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 3, 12, 72
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\security\jwt\JWTFilterTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 16, 116
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\security\jwt\TokenProviderTest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 28, 110
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\service\AuditEventServiceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 3, 17, 76
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\service\MailServiceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 7, 27, 242
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\service\UserServiceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 3, 34, 202
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\service\mapper\UserMapperIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 3, 32, 142
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\AccountResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 678, 0, 15, 121, 814
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\AuditResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 14, 29, 165
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\CodeVisuelResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 312, 0, 51, 71, 434
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\InstitutionResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 50, 66, 386
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\ParamFilialeResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 320, 0, 50, 69, 439
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\ParamGeneralResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 422, 0, 50, 77, 549
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\ParamIdentifierResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 54, 73, 413
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\TestUtil.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 42, 22, 159
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\TrackingResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 345, 0, 50, 71, 466
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\TypeIdentifResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 261, 0, 50, 64, 375
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\UserJWTControllerIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 3, 18, 120
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\UserResourceIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 481, 0, 36, 87, 604
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\errors\ExceptionTranslatorIT.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 3, 19, 126
"d:\BOA\Dev\cmsBoaWeb\src\test\java\com\boa\web\web\rest\errors\ExceptionTranslatorTestController.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 18, 72
"d:\BOA\Dev\cmsBoaWeb\src\test\resources\config\application.yml", "YAML", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 30, 8, 116
"d:\BOA\Dev\cmsBoaWeb\src\test\resources\i18n\messages_en.properties", "Properties", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\BOA\Dev\cmsBoaWeb\src\test\resources\logback.xml", "XML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"d:\BOA\Dev\cmsBoaWeb\src\test\resources\templates\mail\testEmail.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"Total", "-", 11261, 1525, 58, 37, 96, 4, 467, 217, 20383, 2, 3269, 4758, 42077